X,Y,Z
00001111100100011111, 00010101110111101101, 00011000011010100000
00001111101010100101, 00010101111010101010, 00011000011010100000
00001111110000101010, 00010101111101100111, 00011000011010100000
00001111110110110000, 00010110000000100100, 00011000011010100000
00001111111100110110, 00010110000011100001, 00011000011010100000
00001111111111110100, 00010110000010110000, 00011000011010100000
00010000000010110010, 00010110000001111111, 00011000011010100000
00010000000101110001, 00010110000001001110, 00011000011010100000
00010000001000101111, 00010110000000011101, 00011000011010100000
00010000001011101110, 00010101111111101100, 00011000011010100000
00010000001110101100, 00010101111110111011, 00011000011010100000
00010000010001101011, 00010101111110001010, 00011000011010100000
00010000010100101001, 00010101111101011001, 00011000011010100000
00010000010111100111, 00010101111100101000, 00011000011010100000
00010000011010100110, 00010101111011110111, 00011000011010100000
00010000011101100100, 00010101111011000110, 00011000011010100000
00010000100000100011, 00010101111010010101, 00011000011010100000
00010000100011100001, 00010101111001100100, 00011000011010100000
00010000100110100000, 00010101111000110011, 00011000011010100000
00010000101001011110, 00010101111000000010, 00011000011010100000
00010000101100011101, 00010101110111010010, 00011000011010100000
00010000101111100000, 00010101110110100101, 00011000011010100000
00010000110010100011, 00010101110101111000, 00011000011010100000
00010000110101100111, 00010101110101001011, 00011000011010100000
00010000111000101010, 00010101110100011110, 00011000011010100000
00010000111011101101, 00010101110011110001, 00011000011010100000
00010000111110110001, 00010101110011000101, 00011000011010100000
00010001000001110100, 00010101110010011000, 00011000011010100000
00010001000100111000, 00010101110001101011, 00011000011010100000
00010001000111111011, 00010101110000111110, 00011000011010100000
00010001001010111110, 00010101110000010001, 00011000011010100000
00010001001110000010, 00010101101111100101, 00011000011010100000
00010001010001000101, 00010101101110111000, 00011000011010100000
00010001010100001000, 00010101101110001011, 00011000011010100000
00010001010111001100, 00010101101101011110, 00011000011010100000
00010001011010001111, 00010101101100110001, 00011000011010100000
00010001011101010011, 00010101101100000101, 00011000011010100000
00010001011101010011, 00010101101100000101, 00001100001101010000
00010001100000011010, 00010101101011011011, 00001100001101010000
00010001100011100010, 00010101101010110010, 00001100001101010000
00010001100110101010, 00010101101010001001, 00001100001101010000
00010001101001110010, 00010101101001100000, 00001100001101010000
00010001101100111001, 00010101101000110111, 00001100001101010000
00010001110000000001, 00010101101000001110, 00001100001101010000
00010001110011001001, 00010101100111100101, 00001100001101010000
00010001110110010001, 00010101100110111100, 00001100001101010000
00010001111001011000, 00010101100110010010, 00001100001101010000
00010001111100100000, 00010101100101101001, 00001100001101010000
00010001111111101000, 00010101100101000000, 00001100001101010000
00010010000010110000, 00010101100100010111, 00001100001101010000
00010010000101110111, 00010101100011101110, 00001100001101010000
00010010001000111111, 00010101100011000101, 00001100001101010000
00010010001100000111, 00010101100010011100, 00001100001101010000
00010010001111001111, 00010101100001110011, 00001100001101010000
00010010010010011010, 00010101100001001101, 00001100001101010000
00010010010101100110, 00010101100000100111, 00001100001101010000
00010010011000110001, 00010101100000000001, 00001100001101010000
00010010011011111101, 00010101011111011011, 00001100001101010000
00010010011111001000, 00010101011110110101, 00001100001101010000
00010010100010010100, 00010101011110010000, 00001100001101010000
00010010100101011111, 00010101011101101010, 00001100001101010000
00010010101000101011, 00010101011101000100, 00001100001101010000
00010010101011110111, 00010101011100011110, 00001100001101010000
00010010101111000010, 00010101011011111000, 00001100001101010000
00010010110010001110, 00010101011011010011, 00001100001101010000
00010010110101011001, 00010101011010101101, 00001100001101010000
00010010111000100101, 00010101011010000111, 00001100001101010000
00010010111011110000, 00010101011001100001, 00001100001101010000
00010010111110111100, 00010101011000111011, 00001100001101010000
00010011000010001000, 00010101011000010110, 00001100001101010000
00010010111101000100, 00010101010101101101, 00001100001101010000
00010010111000000001, 00010101010011000100, 00001100001101010000
00010010110010111101, 00010101010000011011, 00001100001101010000
00010010101101111010, 00010101001101110011, 00001100001101010000
00010010101000110111, 00010101001011001010, 00001100001101010000
00010010100011110011, 00010101001000100001, 00001100001101010000
00010010011110110000, 00010101000101111001, 00001100001101010000
00010010011001101101, 00010101000011010000, 00001100001101010000
00010010010100101001, 00010101000000100111, 00001100001101010000
00010010001111100110, 00010100111101111111, 00001100001101010000
00010010001010100010, 00010100111011010110, 00001100001101010000
00010010000101011111, 00010100111000101101, 00001100001101010000
00010010000000011100, 00010100110110000101, 00001100001101010000
00010001111011011000, 00010100110011011100, 00001100001101010000
00010001110110010101, 00010100110000110011, 00001100001101010000
00010001110001010010, 00010100101110001011, 00001100001101010000
00010001101101011100, 00010100101011001100, 00001100001101010000
00010001101001100111, 00010100101000001110, 00001100001101010000
00010001100101110001, 00010100100101001111, 00001100001101010000
00010001100001111100, 00010100100010010001, 00001100001101010000
00010001011110000111, 00010100011111010010, 00001100001101010000
00010001011010010001, 00010100011100010100, 00001100001101010000
00010001010110011100, 00010100011001010101, 00001100001101010000
00010001010010100111, 00010100010110010111, 00001100001101010000
00010001001110110001, 00010100010011011000, 00001100001101010000
00010001001010111100, 00010100010000011010, 00001100001101010000
00010001000111000110, 00010100001101011011, 00001100001101010000
00010001000011010001, 00010100001010011101, 00001100001101010000
00010000111111011100, 00010100000111011110, 00001100001101010000
00010000111011100110, 00010100000100100000, 00001100001101010000
00010000110111110001, 00010100000001100001, 00001100001101010000
00010000110011111100, 00010011111110100011, 00001100001101010000
00010000110001100010, 00010011111011010010, 00001100001101010000
00010000101111001000, 00010011111000000010, 00001100001101010000
00010000101100101110, 00010011110100110001, 00001100001101010000
00010000101010010100, 00010011110001100001, 00001100001101010000
00010000100111111010, 00010011101110010001, 00001100001101010000
00010000100101100000, 00010011101011000000, 00001100001101010000
00010000100011000110, 00010011100111110000, 00001100001101010000
00010000100000101100, 00010011100100100000, 00001100001101010000
00010000011110010010, 00010011100001001111, 00001100001101010000
00010000011011111000, 00010011011101111111, 00001100001101010000
00010000011001011110, 00010011011010101110, 00001100001101010000
00010000010111000100, 00010011010111011110, 00001100001101010000
00010000010100101010, 00010011010100001110, 00001100001101010000
00010000010010010000, 00010011010000111101, 00001100001101010000
00010000001111110110, 00010011001101101101, 00001100001101010000
00010000001101011100, 00010011001010011101, 00001100001101010000
00010000001100100111, 00010011000111000010, 00001100001101010000
00010000001011110010, 00010011000011100111, 00001100001101010000
00010000001010111110, 00010011000000001100, 00001100001101010000
00010000001010001001, 00010010111100110010, 00001100001101010000
00010000001001010101, 00010010111001010111, 00001100001101010000
00010000001000100000, 00010010110101111100, 00001100001101010000
00010000000111101100, 00010010110010100010, 00001100001101010000
00010000000110110111, 00010010101111000111, 00001100001101010000
00010000000110000010, 00010010101011101100, 00001100001101010000
00010000000101001110, 00010010101000010010, 00001100001101010000
00010000000100011001, 00010010100100110111, 00001100001101010000
00010000000011100101, 00010010100001011100, 00001100001101010000
00010000000010110000, 00010010011110000010, 00001100001101010000
00010000000001111100, 00010010011010100111, 00001100001101010000
00010000000001000111, 00010010010111001100, 00001100001101010000
00010000000000010011, 00010010010011110010, 00001100001101010000
00010000000101101011, 00010010010110101011, 00001100001101010000
00010000001011000011, 00010010011001100101, 00001100001101010000
00010000010000011100, 00010010011100011111, 00001100001101010000
00010000010101110100, 00010010011111011001, 00001100001101010000
00010000011011001101, 00010010100010010011, 00001100001101010000
00010000100000100101, 00010010100101001100, 00001100001101010000
00010000100101111110, 00010010101000000110, 00001100001101010000
00010000101011010110, 00010010101011000000, 00001100001101010000
00010000110000101110, 00010010101101111010, 00001100001101010000
00010000110110000111, 00010010110000110100, 00001100001101010000
00010000111011011111, 00010010110011101101, 00001100001101010000
00010001000000111000, 00010010110110100111, 00001100001101010000
00010001000110010000, 00010010111001100001, 00001100001101010000
00010001001011101001, 00010010111100011011, 00001100001101010000
00010001010001000001, 00010010111111010101, 00001100001101010000
00010001010110011010, 00010011000010001111, 00001100001101010000
00010001011100110111, 00010011000100101100, 00001100001101010000
00010001100011010101, 00010011000111001001, 00001100001101010000
00010001101001110011, 00010011001001100111, 00001100001101010000
00010001110000010001, 00010011001100000100, 00001100001101010000
00010001110110101110, 00010011001110100001, 00001100001101010000
00010001111101001100, 00010011010000111111, 00001100001101010000
00010010000011101010, 00010011010011011100, 00001100001101010000
00010010001010001000, 00010011010101111010, 00001100001101010000
00010010010000100101, 00010011011000010111, 00001100001101010000
00010010010111000011, 00010011011010110100, 00001100001101010000
00010010011101100001, 00010011011101010010, 00001100001101010000
00010010100011111111, 00010011011111101111, 00001100001101010000
00010010101010011100, 00010011100010001100, 00001100001101010000
00010010110000111010, 00010011100100101010, 00001100001101010000
00010010110111011000, 00010011100111000111, 00001100001101010000
00010010111101110110, 00010011101001100101, 00001100001101010000
00010011000101001001, 00010011101011101000, 00001100001101010000
00010011001100011100, 00010011101101101100, 00001100001101010000
00010011010011101111, 00010011101111110000, 00001100001101010000
00010011011011000011, 00010011110001110100, 00001100001101010000
00010011100010010110, 00010011110011111000, 00001100001101010000
00010011101001101001, 00010011110101111100, 00001100001101010000
00010011110000111101, 00010011111000000000, 00001100001101010000
00010011111000010000, 00010011111010000100, 00001100001101010000
00010011111111100011, 00010011111100000111, 00001100001101010000
00010100000110110111, 00010011111110001011, 00001100001101010000
00010100001110001010, 00010100000000001111, 00001100001101010000
00010100010101011101, 00010100000010010011, 00001100001101010000
00010100011100110001, 00010100000100010111, 00001100001101010000
00010100100100000100, 00010100000110011011, 00001100001101010000
00010100101011010111, 00010100001000011111, 00001100001101010000
00010100110010101011, 00010100001010100011, 00001100001101010000
00010100111010100111, 00010100001100010001, 00001100001101010000
00010101000010100011, 00010100001101111111, 00001100001101010000
00010101001010011111, 00010100001111101101, 00001100001101010000
00010101010010011100, 00010100010001011011, 00001100001101010000
00010101011010011000, 00010100010011001001, 00001100001101010000
00010101100010010100, 00010100010100111000, 00001100001101010000
00010101101010010001, 00010100010110100110, 00001100001101010000
00010101110010001101, 00010100011000010100, 00001100001101010000
00010101111010001001, 00010100011010000010, 00001100001101010000
00010110000010000110, 00010100011011110000, 00001100001101010000
00010110001010000010, 00010100011101011111, 00001100001101010000
00010110010001111110, 00010100011111001101, 00001100001101010000
00010110011001111011, 00010100100000111011, 00001100001101010000
00010110100001110111, 00010100100010101001, 00001100001101010000
00010110101001110011, 00010100100100010111, 00001100001101010000
00010110110001110000, 00010100100110000110, 00001100001101010000
00010110110100010110, 00010100100101110101, 00001100001101010000
00010110110110111101, 00010100100101100100, 00001100001101010000
00010110111001100100, 00010100100101010011, 00001100001101010000
00010110111100001011, 00010100100101000010, 00001100001101010000
00010110111110110010, 00010100100100110001, 00001100001101010000
00010111000001011001, 00010100100100100000, 00001100001101010000
00010111000100000000, 00010100100100001111, 00001100001101010000
00010111000110100111, 00010100100011111110, 00001100001101010000
00010111001001001101, 00010100100011101101, 00001100001101010000
00010111001011110100, 00010100100011011100, 00001100001101010000
00010111001110011011, 00010100100011001011, 00001100001101010000
00010111010001000010, 00010100100010111010, 00001100001101010000
00010111010011101001, 00010100100010101001, 00001100001101010000
00010111010110010000, 00010100100010011000, 00001100001101010000
00010111011000110111, 00010100100010000111, 00001100001101010000
00010111011011011110, 00010100100001110111, 00001100001101010000
00010111011110000101, 00010100100001100110, 00001100001101010000
00010111100000101101, 00010100100001010110, 00001100001101010000
00010111100011010101, 00010100100001000110, 00001100001101010000
00010111100101111101, 00010100100000110110, 00001100001101010000
00010111101000100100, 00010100100000100110, 00001100001101010000
00010111101011001100, 00010100100000010110, 00001100001101010000
00010111101101110100, 00010100100000000110, 00001100001101010000
00010111110000011100, 00010100011111110110, 00001100001101010000
00010111110011000011, 00010100011111100110, 00001100001101010000
00010111110101101011, 00010100011111010110, 00001100001101010000
00010111111000010011, 00010100011111000110, 00001100001101010000
00010111111010111011, 00010100011110110110, 00001100001101010000
00010111111101100010, 00010100011110100110, 00001100001101010000
00011000000000001010, 00010100011110010110, 00001100001101010000
00011000000010110010, 00010100011110000110, 00001100001101010000
00011000000101011010, 00010100011101110110, 00001100001101010000
00011000001000000010, 00010100011101100110, 00001100001101010000
00011000001010101011, 00010100011101010111, 00001100001101010000
00011000001101010011, 00010100011101001000, 00001100001101010000
00011000001111111100, 00010100011100111001, 00001100001101010000
00011000010010100100, 00010100011100101010, 00001100001101010000
00011000010101001101, 00010100011100011010, 00001100001101010000
00011000010111110101, 00010100011100001011, 00001100001101010000
00011000011010011110, 00010100011011111100, 00001100001101010000
00011000011101000110, 00010100011011101101, 00001100001101010000
00011000011111101111, 00010100011011011110, 00001100001101010000
00011000100010010111, 00010100011011001110, 00001100001101010000
00011000100101000000, 00010100011010111111, 00001100001101010000
00011000100111101000, 00010100011010110000, 00001100001101010000
00011000101010010001, 00010100011010100001, 00001100001101010000
00011000101100111001, 00010100011010010010, 00001100001101010000
00011000101111100010, 00010100011010000011, 00001100001101010000
00011000110010001011, 00010100011001110100, 00001100001101010000
00011000110100110100, 00010100011001100110, 00001100001101010000
00011000110111011101, 00010100011001010111, 00001100001101010000
00011000111010000111, 00010100011001001001, 00001100001101010000
00011000111100110000, 00010100011000111010, 00001100001101010000
00011000111111011001, 00010100011000101100, 00001100001101010000
00011001000010000010, 00010100011000011101, 00001100001101010000
00011001000100101100, 00010100011000001111, 00001100001101010000
00011001000111010101, 00010100011000000001, 00001100001101010000
00011001001001111110, 00010100010111110010, 00001100001101010000
00011001001100100111, 00010100010111100100, 00001100001101010000
00011001001111010001, 00010100010111010101, 00001100001101010000
00011001010001111010, 00010100010111000111, 00001100001101010000
00011001010100100011, 00010100010110111000, 00001100001101010000
00011001010111001100, 00010100010110101010, 00001100001101010000
00011001011001110110, 00010100010110011100, 00001100001101010000
00011001010010001101, 00010100010100110100, 00001100001101010000
00011001001010100100, 00010100010011001101, 00001100001101010000
00011001000010111011, 00010100010001100110, 00001100001101010000
00011000111011010011, 00010100001111111111, 00001100001101010000
00011000110011101010, 00010100001110011000, 00001100001101010000
00011000101100000001, 00010100001100110001, 00001100001101010000
00011000100100011001, 00010100001011001010, 00001100001101010000
00011000011100110000, 00010100001001100011, 00001100001101010000
00011000010101000111, 00010100000111111100, 00001100001101010000
00011000001101011111, 00010100000110010101, 00001100001101010000
00011000000101110110, 00010100000100101110, 00001100001101010000
00010111111110001101, 00010100000011000111, 00001100001101010000
00010111110110100101, 00010100000001100000, 00001100001101010000
00010111101110111100, 00010011111111111001, 00001100001101010000
00010111100111010011, 00010011111110010010, 00001100001101010000
00010111011111101011, 00010011111100101011, 00001100001101010000
00010111011000101001, 00010011111010110010, 00001100001101010000
00010111010001101000, 00010011111000111010, 00001100001101010000
00010111001010100110, 00010011110111000010, 00001100001101010000
00010111000011100101, 00010011110101001010, 00001100001101010000
00010110111100100100, 00010011110011010010, 00001100001101010000
00010110110101100010, 00010011110001011010, 00001100001101010000
00010110101110100001, 00010011101111100010, 00001100001101010000
00010110100111100000, 00010011101101101010, 00001100001101010000
00010110100000011110, 00010011101011110001, 00001100001101010000
00010110011001011101, 00010011101001111001, 00001100001101010000
00010110010010011011, 00010011101000000001, 00001100001101010000
00010110001011011010, 00010011100110001001, 00001100001101010000
00010110000100011001, 00010011100100010001, 00001100001101010000
00010101111101010111, 00010011100010011001, 00001100001101010000
00010101110110010110, 00010011100000100001, 00001100001101010000
00010101101111010101, 00010011011110101001, 00001100001101010000
00010101101001000100, 00010011011100011101, 00001100001101010000
00010101100010110100, 00010011011010010010, 00001100001101010000
00010101011100100100, 00010011011000000110, 00001100001101010000
00010101010110010100, 00010011010101111011, 00001100001101010000
00010101010000000100, 00010011010011101111, 00001100001101010000
00010101001001110100, 00010011010001100100, 00001100001101010000
00010101000011100100, 00010011001111011000, 00001100001101010000
00010100111101010100, 00010011001101001101, 00001100001101010000
00010100110111000011, 00010011001011000010, 00001100001101010000
00010100110000110011, 00010011001000110110, 00001100001101010000
00010100101010100011, 00010011000110101011, 00001100001101010000
00010100100100010011, 00010011000100011111, 00001100001101010000
00010100011110000011, 00010011000010010100, 00001100001101010000
00010100010111110011, 00010011000000001000, 00001100001101010000
00010100010001100011, 00010010111101111101, 00001100001101010000
00010100001011010011, 00010010111011110010, 00001100001101010000
00010100000110000000, 00010010111001010001, 00001100001101010000
00010100000000101101, 00010010110110110001, 00001100001101010000
00010011111011011010, 00010010110100010001, 00001100001101010000
00010011110110000111, 00010010110001110000, 00001100001101010000
00010011110000110100, 00010010101111010000, 00001100001101010000
00010011101011100010, 00010010101100110000, 00001100001101010000
00010011100110001111, 00010010101010001111, 00001100001101010000
00010011100000111100, 00010010100111101111, 00001100001101010000
00010011011011101001, 00010010100101001111, 00001100001101010000
00010011010110010110, 00010010100010101110, 00001100001101010000
00010011010001000100, 00010010100000001110, 00001100001101010000
00010011001011110001, 00010010011101101110, 00001100001101010000
00010011000110011110, 00010010011011001101, 00001100001101010000
00010011000001001011, 00010010011000101101, 00001100001101010000
00010010111011111000, 00010010010110001101, 00001100001101010000
00010010110110100110, 00010010010011101101, 00001100001101010000
00010010111011111000, 00010010010001001100, 00001100001101010000
00010011000001001011, 00010010001110101100, 00001100001101010000
00010011000110011110, 00010010001100001100, 00001100001101010000
00010011001011110001, 00010010001001101011, 00001100001101010000
00010011010001000100, 00010010000111001011, 00001100001101010000
00010011010110010110, 00010010000100101011, 00001100001101010000
00010011011011101001, 00010010000010001010, 00001100001101010000
00010011100000111100, 00010001111111101010, 00001100001101010000
00010011100110001111, 00010001111101001010, 00001100001101010000
00010011101011100010, 00010001111010101001, 00001100001101010000
00010011110000110100, 00010001111000001001, 00001100001101010000
00010011110110000111, 00010001110101101001, 00001100001101010000
00010011111011011010, 00010001110011001000, 00001100001101010000
00010100000000101101, 00010001110000101000, 00001100001101010000
00010100000110000000, 00010001101110001000, 00001100001101010000
00010100001011010011, 00010001101011101000, 00001100001101010000
00010100010001100011, 00010001101001011100, 00001100001101010000
00010100010111110011, 00010001100111010001, 00001100001101010000
00010100011110000011, 00010001100101000101, 00001100001101010000
00010100100100010011, 00010001100010111010, 00001100001101010000
00010100101010100011, 00010001100000101110, 00001100001101010000
00010100110000110011, 00010001011110100011, 00001100001101010000
00010100110111000011, 00010001011100010111, 00001100001101010000
00010100111101010100, 00010001011010001100, 00001100001101010000
00010101000011100100, 00010001011000000001, 00001100001101010000
00010101001001110100, 00010001010101110101, 00001100001101010000
00010101010000000100, 00010001010011101010, 00001100001101010000
00010101010110010100, 00010001010001011110, 00001100001101010000
00010101011100100100, 00010001001111010011, 00001100001101010000
00010101100010110100, 00010001001101000111, 00001100001101010000
00010101101001000100, 00010001001010111100, 00001100001101010000
00010101101111010101, 00010001001000110001, 00001100001101010000
00010101110110010110, 00010001000110111000, 00001100001101010000
00010101111101010111, 00010001000101000000, 00001100001101010000
00010110000100011001, 00010001000011001000, 00001100001101010000
00010110001011011010, 00010001000001010000, 00001100001101010000
00010110010010011011, 00010000111111011000, 00001100001101010000
00010110011001011101, 00010000111101100000, 00001100001101010000
00010110100000011110, 00010000111011101000, 00001100001101010000
00010110100111100000, 00010000111001110000, 00001100001101010000
00010110101110100001, 00010000110111110111, 00001100001101010000
00010110110101100010, 00010000110101111111, 00001100001101010000
00010110111100100100, 00010000110100000111, 00001100001101010000
00010111000011100101, 00010000110010001111, 00001100001101010000
00010111001010100110, 00010000110000010111, 00001100001101010000
00010111010001101000, 00010000101110011111, 00001100001101010000
00010111011000101001, 00010000101100100111, 00001100001101010000
00010111011111101011, 00010000101010101111, 00001100001101010000
00010111100111010011, 00010000101001000111, 00001100001101010000
00010111101110111100, 00010000100111100000, 00001100001101010000
00010111110110100101, 00010000100101111001, 00001100001101010000
00010111111110001101, 00010000100100010010, 00001100001101010000
00011000000101110110, 00010000100010101011, 00001100001101010000
00011000001101011111, 00010000100001000100, 00001100001101010000
00011000010101000111, 00010000011111011101, 00001100001101010000
00011000011100110000, 00010000011101110110, 00001100001101010000
00011000100100011001, 00010000011100001111, 00001100001101010000
00011000101100000001, 00010000011010101000, 00001100001101010000
00011000110011101010, 00010000011001000001, 00001100001101010000
00011000111011010011, 00010000010111011010, 00001100001101010000
00011001000010111011, 00010000010101110011, 00001100001101010000
00011001001010100100, 00010000010100001100, 00001100001101010000
00011001010010001101, 00010000010010100101, 00001100001101010000
00011001011001110110, 00010000010000111110, 00001100001101010000
00011001010111001100, 00010000010000101111, 00001100001101010000
00011001010100100011, 00010000010000100001, 00001100001101010000
00011001010001111010, 00010000010000010010, 00001100001101010000
00011001001111010001, 00010000010000000100, 00001100001101010000
00011001001100100111, 00010000001111110101, 00001100001101010000
00011001001001111110, 00010000001111100111, 00001100001101010000
00011001000111010101, 00010000001111011000, 00001100001101010000
00011001000100101100, 00010000001111001010, 00001100001101010000
00011001000010000010, 00010000001110111100, 00001100001101010000
00011000111111011001, 00010000001110101101, 00001100001101010000
00011000111100110000, 00010000001110011111, 00001100001101010000
00011000111010000111, 00010000001110010000, 00001100001101010000
00011000110111011101, 00010000001110000010, 00001100001101010000
00011000110100110100, 00010000001101110011, 00001100001101010000
00011000110010001011, 00010000001101100101, 00001100001101010000
00011000101111100010, 00010000001101010111, 00001100001101010000
00011000101100111001, 00010000001101000111, 00001100001101010000
00011000101010010001, 00010000001100111000, 00001100001101010000
00011000100111101000, 00010000001100101001, 00001100001101010000
00011000100101000000, 00010000001100011010, 00001100001101010000
00011000100010010111, 00010000001100001011, 00001100001101010000
00011000011111101111, 00010000001011111011, 00001100001101010000
00011000011101000110, 00010000001011101100, 00001100001101010000
00011000011010011110, 00010000001011011101, 00001100001101010000
00011000010111110101, 00010000001011001110, 00001100001101010000
00011000010101001101, 00010000001010111111, 00001100001101010000
00011000010010100100, 00010000001010101111, 00001100001101010000
00011000001111111100, 00010000001010100000, 00001100001101010000
00011000001101010011, 00010000001010010001, 00001100001101010000
00011000001010101011, 00010000001010000010, 00001100001101010000
00011000001000000010, 00010000001001110011, 00001100001101010000
00011000000101011010, 00010000001001100100, 00001100001101010000
00011000000010110010, 00010000001001010011, 00001100001101010000
00011000000000001010, 00010000001001000011, 00001100001101010000
00010111111101100010, 00010000001000110011, 00001100001101010000
00010111111010111011, 00010000001000100011, 00001100001101010000
00010111111000010011, 00010000001000010011, 00001100001101010000
00010111110101101011, 00010000001000000011, 00001100001101010000
00010111110011000011, 00010000000111110011, 00001100001101010000
00010111110000011100, 00010000000111100011, 00001100001101010000
00010111101101110100, 00010000000111010011, 00001100001101010000
00010111101011001100, 00010000000111000011, 00001100001101010000
00010111101000100100, 00010000000110110011, 00001100001101010000
00010111100101111101, 00010000000110100011, 00001100001101010000
00010111100011010101, 00010000000110010011, 00001100001101010000
00010111100000101101, 00010000000110000011, 00001100001101010000
00010111011110000101, 00010000000101110011, 00001100001101010000
00010111011011011110, 00010000000101100011, 00001100001101010000
00010111011000110111, 00010000000101010010, 00001100001101010000
00010111010110010000, 00010000000101000001, 00001100001101010000
00010111010011101001, 00010000000100110000, 00001100001101010000
00010111010001000010, 00010000000100011111, 00001100001101010000
00010111001110011011, 00010000000100001110, 00001100001101010000
00010111001011110100, 00010000000011111101, 00001100001101010000
00010111001001001101, 00010000000011101100, 00001100001101010000
00010111000110100111, 00010000000011011011, 00001100001101010000
00010111000100000000, 00010000000011001010, 00001100001101010000
00010111000001011001, 00010000000010111001, 00001100001101010000
00010110111110110010, 00010000000010101000, 00001100001101010000
00010110111100001011, 00010000000010010111, 00001100001101010000
00010110111001100100, 00010000000010000110, 00001100001101010000
00010110110110111101, 00010000000001110101, 00001100001101010000
00010110110100010110, 00010000000001100100, 00001100001101010000
00010110110001110000, 00010000000001010100, 00001100001101010000
00010110101001110011, 00010000000011000010, 00001100001101010000
00010110100001110111, 00010000000100110000, 00001100001101010000
00010110011001111011, 00010000000110011110, 00001100001101010000
00010110010001111110, 00010000001000001100, 00001100001101010000
00010110001010000010, 00010000001001111010, 00001100001101010000
00010110000010000110, 00010000001011101001, 00001100001101010000
00010101111010001001, 00010000001101010111, 00001100001101010000
00010101110010001101, 00010000001111000101, 00001100001101010000
00010101101010010001, 00010000010000110011, 00001100001101010000
00010101100010010100, 00010000010010100001, 00001100001101010000
00010101011010011000, 00010000010100010000, 00001100001101010000
00010101010010011100, 00010000010101111110, 00001100001101010000
00010101001010011111, 00010000010111101100, 00001100001101010000
00010101000010100011, 00010000011001011010, 00001100001101010000
00010100111010100111, 00010000011011001000, 00001100001101010000
00010100110010101011, 00010000011100110111, 00001100001101010000
00010100101011010111, 00010000011110111010, 00001100001101010000
00010100100100000100, 00010000100000111110, 00001100001101010000
00010100011100110001, 00010000100011000010, 00001100001101010000
00010100010101011101, 00010000100101000110, 00001100001101010000
00010100001110001010, 00010000100111001010, 00001100001101010000
00010100000110110111, 00010000101001001110, 00001100001101010000
00010011111111100011, 00010000101011010010, 00001100001101010000
